,id,listing_url,name,host_name,host_location,host_is_superhost,host_neighborhood,host_has_profile_pic,street,neighborhood,city,suburb,state,zipcode,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,avg_rainfall
505,1669526,https://www.airbnb.com/rooms/1669526,Huge 1 Bedroom Luxury CBD Apartment,Alexander,"Melbourne, Victoria, Australia",t,Central Business District,t,"Docklands, VIC, Australia",Central Business District,Melbourne,Docklands,VIC,3008,"Docklands, Australia",AU,Australia,-37.82147205,144.9552248,Loft,Entire home/apt,2,1,1,1,Real Bed,137,900,3200,300,1,0,4,365,324
506,1674688,https://www.airbnb.com/rooms/1674688,"Retro Revolution, BACK to the 1970s",Boris,"Melbourne, Victoria, Australia",t,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,Victoria,3141,"South Yarra, Australia",AU,Australia,-37.84263322,145.0000629,House,Entire home/apt,6,1.5,2,4,Real Bed,299,1999,5999,500,1,0,2,300,275
508,1681677,https://www.airbnb.com/rooms/1681677,Queen Victoria Market,Grant,"Melbourne,Victoria, Australia, 3008",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.80832719,144.9561157,Apartment,Entire home/apt,3,1,0,1,Real Bed,89,710,2800,150,2,10,2,1125,509
510,1684534,https://www.airbnb.com/rooms/1684534,Private Cozy Room Funky Fitzroy,Joanne,"Fitzroy, Victoria, Australia",f,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80282085,144.9812069,Bungalow,Private room,2,1,1,1,Real Bed,115,700,,,1,35,1,1125,280
511,1684869,https://www.airbnb.com/rooms/1684869,CBD Laneway Warehouse Apartment,Wayne,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81329784,144.9609392,Loft,Entire home/apt,4,1,0,1,Real Bed,170,,,300,2,30,2,60,272
512,1688748,https://www.airbnb.com/rooms/1688748,Enjoy City Views from the Balcony of a Chic Apartment,Chris & Elle,"South Yarra, Victoria, Australia",t,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.84209823,144.998227,Apartment,Entire home/apt,3,1,1,1,Real Bed,126,910,3640,200,2,20,3,365,386
513,1697412,https://www.airbnb.com/rooms/1697412,Melbourne CBD - Gordon Place,Wil,"Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.80771869,144.9671345,Apartment,Entire home/apt,2,1,0,1,Real Bed,83,800,3000,200,2,0,2,365,613
515,1704240,https://www.airbnb.com/rooms/1704240,GREAT location - 1BD over summer!,Brent,"Melbourne, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.84546395,144.9917207,House,Private room,3,1,1,1,Real Bed,71,,,,1,0,1,1125,502
516,1711594,https://www.airbnb.com/rooms/1711594,"""Vineyard"" - Stunning Apt and position!",Joe,"Saint Kilda, Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86720729,144.9775761,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,1120,,0,1,0,2,1120,257
518,1718295,https://www.airbnb.com/rooms/1718295,"""Claremont"" - Pearl Apartments",Joe,"Saint Kilda, Victoria, Australia",t,St Kilda,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83574831,144.9932496,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,1285,3500,0,1,0,2,1123,437
520,1722074,https://www.airbnb.com/rooms/1722074,SouthYarra Top Floor(2BR+WIFI+CarP),Alex,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83815897,144.9970498,Apartment,Entire home/apt,6,2,2,4,Real Bed,150,1045,3995,199,5,14,2,90,466
522,1732959,https://www.airbnb.com/rooms/1732959,The Barkly on the fringe of Melbourne,Vicki,"Rye, Victoria, Australia",t,Brunswick,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056,"Brunswick, Australia",AU,Australia,-37.77656487,144.9671199,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,179,1200,4200,250,4,0,2,1125,352
523,1733049,https://www.airbnb.com/rooms/1733049,Paradise Location 3BD in Southbank,Chris,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82248173,144.9658203,Apartment,Entire home/apt,8,1,3,4,Real Bed,251,,4500,300,8,100,2,1125,574
525,1739234,https://www.airbnb.com/rooms/1739234,Innercity pad: the heart of the CBD,Linette,"Breamlea, Victoria, Australia",f,Central Business District,t,"Carlton, VIC, Australia",Central Business District,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.80890189,144.9656476,Apartment,Entire home/apt,3,1,1,1,Real Bed,105,720,2500,0,2,20,2,1125,285
528,1742705,https://www.airbnb.com/rooms/1742705,"""Ten"" - Pearl Apartments",Joe,"Saint Kilda, Victoria, Australia",t,St Kilda,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83970043,144.9937169,Apartment,Entire home/apt,2,1,1,1,Real Bed,161,1120,,0,1,0,2,500,330
530,1747852,https://www.airbnb.com/rooms/1747852,Heart of CBD Top Floor View-FREE Tram/POOL/SPA/GYM,Nest-Apartments,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.8082064,144.9662286,Apartment,Entire home/apt,8,1,2,5,Real Bed,165,,,200,4,35,1,365,428
531,1752177,https://www.airbnb.com/rooms/1752177,Cozy Apartment in Central Business District,Kate,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.80984785,144.9706375,Apartment,Entire home/apt,2,1,0,1,Real Bed,127,840,2960,200,2,0,3,1125,658
533,1760258,https://www.airbnb.com/rooms/1760258,Royal Stays 2 BDR Apt near the Casino (RS1104),Royal Stays,"Melbourne, Victoria, Australia",f,Central Business District,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82852261,144.95878,Apartment,Entire home/apt,5,1,2,2,Real Bed,199,1200,4000,500,4,25,1,1125,438
534,1760620,https://www.airbnb.com/rooms/1760620,Brilliant Location in Melbourne CBD,Katie,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.82078038,144.9574707,Apartment,Private room,2,1,1,1,Real Bed,120,,,300,2,30,2,1125,381
535,1763507,https://www.airbnb.com/rooms/1763507,Beautiful South Yarra Home,Jaime,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.84100775,144.9877758,House,Entire home/apt,6,1,2,3,Real Bed,161,,,300,1,0,7,1125,435
536,1763823,https://www.airbnb.com/rooms/1763823,Gem Apts 3 Bed Deluxe with Views,Kellie,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82529527,144.9571462,Condominium,Entire home/apt,7,2,3,5,Real Bed,395,,,500,6,50,4,1125,297
537,1764062,https://www.airbnb.com/rooms/1764062,Gem Apartments 2 Bedroom Freshwater Deluxe,Kellie,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82305615,144.9611656,Condominium,Entire home/apt,5,2,2,3,Real Bed,350,,,500,4,50,4,1125,416
540,1774105,https://www.airbnb.com/rooms/1774105,Amazing South Yarra Apartment!,Louisa,"Melbourne, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83719047,144.9961264,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,800,,150,2,0,2,10,357
541,1774260,https://www.airbnb.com/rooms/1774260,Character 1 bedroom Art Deco apartment!,Kirk,"St Kilda, Victoria, Australia",f,,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.8703223,144.9810806,Apartment,Entire home/apt,2,1,1,1,Real Bed,220,360,1400,250,1,0,5,1125,642
542,1774428,https://www.airbnb.com/rooms/1774428,Accommodation  Melbourne Carlton,Nadeen,"Carlton, Victoria, Australia",f,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.79973457,144.9686875,Hostel,Private room,1,1,1,1,Real Bed,65,,,0,1,20,1,1125,266
547,1798355,https://www.airbnb.com/rooms/1798355,2 Bedroom Apt Melbourne City WiFi,Dave,"Rosebud, Victoria, Australia",f,Carlton,t,"Melbourne, VIC, Australia",Carlton,Melbourne,Melbourne,VIC,,"Melbourne, Australia",AU,Australia,-37.80585509,144.967961,Apartment,Entire home/apt,4,1,2,3,Real Bed,190,970,3500,1000,4,10,2,1125,548
552,1803441,https://www.airbnb.com/rooms/1803441,"Bright, Modern Apartment in Carlton",Rowen,"Melbourne, Victoria, Australia",f,Central Business District,t,"Carlton, VIC, Australia",Central Business District,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.80799753,144.9599553,Apartment,Entire home/apt,3,1,1,1,Real Bed,115,,3000,550,2,20,2,1125,428
553,1807191,https://www.airbnb.com/rooms/1807191,Great Pad in the heart of St Kilda,Stay With Style,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86907487,144.9790428,Apartment,Entire home/apt,2,1,0,1,Real Bed,109,750,2917,300,1,0,4,365,541
558,1827577,https://www.airbnb.com/rooms/1827577,Warehouse in heart of Melbourne,Jordan,"Melbourne, Victoria, Australia",f,Brunswick,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056,"Brunswick, Australia",AU,Australia,-37.76996821,144.9638789,Apartment,Private room,2,1,1,1,Real Bed,60,,,,1,15,2,1125,537
560,1832876,https://www.airbnb.com/rooms/1832876,"Visit Fashion Houses from an Airy, Minimalist Flat",Rodger,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81464519,144.9671609,Apartment,Entire home/apt,2,1,1,1,Real Bed,190,1400,5000,0,1,0,3,365,300
561,1833118,https://www.airbnb.com/rooms/1833118,Stylish pad in the heart of Fitzroy,Selena,"Melbourne, Victoria, Australia",f,,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80041644,144.9789076,House,Private room,2,1,1,1,Real Bed,165,,,,2,10,2,5,686
562,1833332,https://www.airbnb.com/rooms/1833332,Royal Stays 2Bdr with Views in CBD (RS1010),Royal Stays,"Melbourne, Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.80789857,144.9675589,Apartment,Entire home/apt,5,1,2,2,Real Bed,170,1300,4000,500,4,25,1,1125,223
563,1833368,https://www.airbnb.com/rooms/1833368,Royal Stays 2Bdr - Stunning Views (1603),Royal Stays,"Melbourne, Victoria, Australia",f,Central Business District,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82682308,144.9594009,Apartment,Entire home/apt,5,1,2,2,Real Bed,199,1300,3990,500,4,25,1,1125,330
564,1833663,https://www.airbnb.com/rooms/1833663,Artist's heritage CBD home + pool!,Francis,"Melbourne, Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81105713,144.9570249,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,,,,1,30,1,1125,495
568,1847426,https://www.airbnb.com/rooms/1847426,A+ Location City Apartment Home w/ Sky Pool,Osbert C H,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81083885,144.9686097,Apartment,Entire home/apt,3,1,1,1,Real Bed,118,798,2980,150,2,25,2,1125,541
569,1851883,https://www.airbnb.com/rooms/1851883,Heritage in the heart of Melbourne,Cara,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.8159801,144.9702946,Apartment,Private room,1,1,1,1,Real Bed,75,600,2000,0,1,0,2,5,243
571,1863200,https://www.airbnb.com/rooms/1863200,CBD.3 Mins to Station FREE TRAM/POOL/GYM/View,Nest-Apartments,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81436196,144.952727,Apartment,Entire home/apt,8,2,2,0,Real Bed,100,,,200,4,35,2,365,218
572,1865611,https://www.airbnb.com/rooms/1865611,Amazing 5-bedroom Melbourne Mansion,Jennifer,"Melbourne, Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.87338107,144.981293,Villa,Entire home/apt,10,3,5,6,Real Bed,950,5500,,1000,8,50,3,1125,619
573,1866009,https://www.airbnb.com/rooms/1866009,Single Room In Heritage Building,Medley,"Melbourne, Victoria, Australia",t,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.80523471,144.9685694,Hostel,Private room,1,1,1,1,Real Bed,78,,,,1,0,3,30,583
574,1877368,https://www.airbnb.com/rooms/1877368,Gem Apartments - 3 Bedroom City Pad,Kellie,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82537909,144.9578135,Condominium,Entire home/apt,7,2,3,5,Real Bed,354,,,500,6,50,4,1125,671
575,1877569,https://www.airbnb.com/rooms/1877569,Oasis in the heart of St Kilda,Lisa,"Saint Kilda, Victoria, Australia",f,St Kilda,t,"Saint Kilda, VIC, Australia",St Kilda,Port Phillip,Saint Kilda,VIC,3182,"Saint Kilda, Australia",AU,Australia,-37.86650919,144.9833629,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,,,300,1,0,5,24,616
578,1887354,https://www.airbnb.com/rooms/1887354,Straw & Earth Tiny House Room,Paul,"Pascoe Vale, Victoria, Australia",f,,t,"Pascoe Vale South, VIC, Australia",Brunswick,Moreland,Pascoe Vale South,VIC,3044,"Pascoe Vale South, Australia",AU,Australia,-37.73729553,144.9343856,House,Private room,4,0.5,1,2,Real Bed,55,280,850,0,1,11,1,999,620
581,1893907,https://www.airbnb.com/rooms/1893907,Home away from home,Michelle And Rosa,"Brunswick, Victoria, Australia",f,Brunswick,t,"Brunswick / Melbourne, VIC, Australia",Brunswick,Moreland,Brunswick / Melbourne,VIC,3056,"Brunswick / Melbourne, Australia",AU,Australia,-37.77042026,144.9632301,House,Entire home/apt,4,2.5,3,2,Real Bed,161,,3650,300,4,20,3,180,559
582,1906621,https://www.airbnb.com/rooms/1906621,Superb Penthouse- Incredible views,Wendy,"St Kilda, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.863798,144.9739839,Apartment,Entire home/apt,5,3,3,4,Real Bed,450,2650,9750,2000,4,50,2,60,323
584,1910365,https://www.airbnb.com/rooms/1910365,LUXURIOUS DESIGNER BEACHSIDE HOME,Jane,"St Kilda, Victoria, Australia",f,,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.87426725,144.9775702,House,Entire home/apt,6,2.5,3,6,Real Bed,880,4000,,3000,1,0,7,30,510
587,1915939,https://www.airbnb.com/rooms/1915939,Centre Melb CBD. Collins St. 2Bdrms,David,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81633308,144.965474,Apartment,Entire home/apt,4,1,2,3,Real Bed,199,,,200,1,0,3,1125,335
588,1923545,https://www.airbnb.com/rooms/1923545,"Sky Garden in Southbank, Melbourne",Richard,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82273902,144.9676526,Apartment,Entire home/apt,4,2,2,3,Real Bed,199,1099,3900,,2,7,4,60,430
590,1927123,https://www.airbnb.com/rooms/1927123,Best View Apartment in Southbank,Ines,"Melbourne, Victoria, Australia",t,Docklands,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82015858,144.9680655,Condominium,Entire home/apt,6,2,2,4,Real Bed,251,,,300,4,10,4,90,447
593,1936710,https://www.airbnb.com/rooms/1936710,Private room in Heritage Building,Medley,"Melbourne, Victoria, Australia",t,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.80637968,144.968535,House,Private room,1,5,1,1,Real Bed,78,,,,1,0,3,30,651
594,1937502,https://www.airbnb.com/rooms/1937502,Amazing 3 Storey St Kilda Apartment,Sam,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86234174,144.9803821,Apartment,Private room,2,1,1,1,Real Bed,100,,2499,,1,0,1,1125,425
595,1937582,https://www.airbnb.com/rooms/1937582,Great Melbourne Location Carlton,Nadeen,"Carlton, Victoria, Australia",f,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.79825731,144.969613,Boutique hotel,Private room,2,1,1,1,Real Bed,65,,,0,1,10,2,1125,680
599,1950412,https://www.airbnb.com/rooms/1950412,Royal View Apartment (CBD Edge),Jenni,"Melbourne, Victoria, Australia",t,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.80350126,144.9678722,Apartment,Entire home/apt,4,2,2,3,Real Bed,251,,,300,1,0,3,1125,233
601,1951892,https://www.airbnb.com/rooms/1951892,"Beautiful Artists home, Fitzroy",Linterna Magica,"Melbourne, Victoria, Australia",t,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80373213,144.9779293,House,Private room,2,,1,1,Real Bed,75,500,1800,,1,15,5,365,229
605,1961688,https://www.airbnb.com/rooms/1961688,Master Bedroom CBD 2 Lvl Warehouse,Penny,"Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,,"Melbourne, Australia",AU,Australia,-37.8161446,144.9562343,Apartment,Private room,4,1.5,1,3,Real Bed,119,,,150,1,30,2,90,652
606,1962469,https://www.airbnb.com/rooms/1962469,SouthYarra Boutique Exec(2br+WIFI+CarP),Alex,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83830029,144.9938231,Apartment,Entire home/apt,6,1,2,4,Real Bed,159,1045,3995,199,5,14,4,365,679
611,1972381,https://www.airbnb.com/rooms/1972381,Gem Apts - 4 Bedroom City Apt,Kellie,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Port Phillip,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82961913,144.9586356,Condominium,Entire home/apt,9,2,4,7,Real Bed,550,,,700,8,50,4,365,520
612,1973680,https://www.airbnb.com/rooms/1973680,Exclusive Stays - Gallery Tower,Tony,"Victoria, Australia",t,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82100042,144.9656729,Apartment,Entire home/apt,6,2,2,5,Real Bed,280,,,500,4,50,1,1125,434
613,1976057,https://www.airbnb.com/rooms/1976057,Classic Fitzroy 2 Bdr Victorian Terrace,Jacob,"Melbourne, Victoria, Australia",f,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.8007082,144.9760745,House,Entire home/apt,2,1,2,2,Real Bed,150,,2400,,1,0,2,1125,354
614,1976702,https://www.airbnb.com/rooms/1976702,Big Beautiful Treetop St Kilda Deco,Caitlin,"Saint Kilda, Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.85936177,144.9860805,Apartment,Entire home/apt,4,1,2,2,Real Bed,180,990,3500,400,1,0,2,14,475
615,1980243,https://www.airbnb.com/rooms/1980243,Best location in Melbourne CBD!!,Julie,"Melbourne, Victoria, Australia",t,,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,Victoria,3000,"Melbourne, Australia",AU,Australia,-37.81798113,144.9547291,Apartment,Private room,1,1,1,1,Real Bed,69,600,2520,150,1,0,2,30,412
624,1998982,https://www.airbnb.com/rooms/1998982,2 Bedrooms apartment MT108,Dina,"Melbourne, Victoria, Australia",f,South Melbourne,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.8232855,144.9611468,Apartment,Entire home/apt,6,1,2,3,Real Bed,251,1600,6000,300,5,50,2,1125,689
626,2004528,https://www.airbnb.com/rooms/2004528,"StayCentral in Brunswick-Parkville; hospitals, CBD",Chris,"Melbourne, Victoria, Australia",t,St Kilda,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056,"Brunswick, Australia",AU,Australia,-37.77696648,144.9608196,Apartment,Entire home/apt,5,1,2,3,Real Bed,209,,,0,4,21,3,365,693
631,2009201,https://www.airbnb.com/rooms/2009201,Contemporary South Yarra Space with Balcony Views,Chris & Elle,"South Yarra, Victoria, Australia",t,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.84093401,144.998053,Apartment,Entire home/apt,3,1,1,1,Real Bed,127,910,3640,200,2,20,3,1123,438
633,2012526,https://www.airbnb.com/rooms/2012526,Central & Spacious Carlton Pad 1BR,Nathan,"Melbourne, Victoria, Australia",f,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.79850934,144.9715182,Apartment,Entire home/apt,2,2,1,1,Real Bed,251,2000,,700,1,0,2,100,249
634,2012694,https://www.airbnb.com/rooms/2012694,St Kilda 1920s 2 or 3 bedroom flat,Ian,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.87348328,144.9813154,Apartment,Entire home/apt,6,1,3,4,Real Bed,239,1540,,,4,20,1,1125,432
636,2016956,https://www.airbnb.com/rooms/2016956,Private Cosy Bungalow,Anastasia,Front house on property,f,,t,"Pascoe Vale South, VIC, Australia",Brunswick,Moreland,Pascoe Vale South,VIC,3044,"Pascoe Vale South, Australia",AU,Australia,-37.73862683,144.9336874,Villa,Entire home/apt,3,1,2,2,Real Bed,89,711,,330,2,35,2,240,608
637,2017250,https://www.airbnb.com/rooms/2017250,St Kilda,(Email hidden by Airbnb),"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.85978573,144.9796046,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,,,200,1,20,2,2,539
639,2022600,https://www.airbnb.com/rooms/2022600,SouthYarra Hideaway(2br+WIFI+CarP),Alex,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83606549,144.9963726,Apartment,Entire home/apt,6,1,2,4,Real Bed,150,1045,3795,199,5,14,2,90,493
640,2023433,https://www.airbnb.com/rooms/2023433,Retro Double Storey Apartment,Victoria,"Melbourne, Victoria, Australia",f,,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83288246,144.9888264,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,675,,200,2,10,3,1125,556
641,2023583,https://www.airbnb.com/rooms/2023583,South Yarra superb apartment,Brett,"Melbourne, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.8375253,144.9937675,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,800,,150,1,0,6,14,270
642,2028297,https://www.airbnb.com/rooms/2028297,"LARGE 2 BEDRM City Resort 1- Foxtel, parking,wifi",Bronnie And Neil,"Melbourne, Victoria, Australia",t,Southbank,t,"Melbourne, VIC, Australia",Southbank,Melbourne,Melbourne,VIC,3006,"Melbourne, Australia",AU,Australia,-37.82446983,144.9655907,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,159,1050,4101,300,4,10,2,365,683
648,2039072,https://www.airbnb.com/rooms/2039072,Characteristic converted dairy,Kylie,"St Kilda, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86583751,144.9875494,House,Private room,2,1,1,1,Real Bed,60,340,,120,1,25,1,1125,220
649,2042579,https://www.airbnb.com/rooms/2042579,RESORT FACILITY Apartment near MCG. BOTANICAL GARDEN,Maria,"Melbourne, Victoria, Australia",t,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,Victoria,3141,"South Yarra, Australia",AU,Australia,-37.83843856,144.9954455,Apartment,Entire home/apt,5,1,2,2,Real Bed,169,1183,4800,300,4,29,3,1124,488
